date,day_of_week,month,quarter,year,week_of_year,revenue,transactions,units,trend,seasonal_component,residual,seasonal_index
2013-02-07,Thursday,2,1,2013,6,18565.22,740.0,6487.0,14609.609726027396,1892.0362489965219,2063.574024976083,1.1295062828150577
2013-02-08,Friday,2,1,2013,6,12877.19,468.0,4210.0,14603.956904109587,2081.0700917773665,-3807.8369958869534,1.1425004267981473
2013-02-09,Saturday,2,1,2013,6,17133.51,644.0,5903.0,14615.209698630137,1632.5483050882954,885.7519962815663,1.1117020103544126
2013-02-10,Sunday,2,1,2013,6,0.0,0.0,0.0,14556.994410958903,-12435.446804500074,-2121.5476064588293,0.1457407722064983
2013-02-11,Monday,2,1,2013,7,11610.69,379.0,3452.0,14616.763835616437,2674.382135767554,-5680.45597138399,1.1829667747145869
2013-02-12,Tuesday,2,1,2013,7,16696.79,549.0,5253.0,14615.454328767124,2975.502508451363,-894.1668372184863,1.203586042658611
2013-02-13,Wednesday,2,1,2013,7,19851.01,711.0,6460.0,14618.015780821917,1208.337806786004,4024.656412392077,1.0826608634785633
2013-02-14,Thursday,2,1,2013,7,16795.03,642.0,5748.0,14634.322273972602,1895.2366792197945,265.47104680760185,1.1295062828150577
2013-02-15,Friday,2,1,2013,7,4219.1,187.0,1499.0,14660.968082191783,2089.1942089863446,-12531.062291178127,1.1425004267981473
2013-02-16,Saturday,2,1,2013,7,17486.24,664.0,6162.0,14656.284712328767,1637.1364666937675,1192.8188209774676,1.1117020103544126
2013-02-17,Sunday,2,1,2013,7,0.0,0.0,0.0,14620.785780821916,-12489.94117085914,-2130.8446099627763,0.1457407722064983
2013-02-18,Monday,2,1,2013,8,16731.37,690.0,6549.0,14658.174794520548,2681.958965356077,-608.763759876626,1.1829667747145869
2013-02-19,Tuesday,2,1,2013,8,12090.74,431.0,4262.0,14647.02008219178,2981.9288552746266,-5538.208937466407,1.203586042658611
2013-02-20,Wednesday,2,1,2013,8,12948.45,510.0,4726.0,14621.712328767124,1208.6433666310447,-2881.905695398168,1.0826608634785633
2013-02-21,Thursday,2,1,2013,8,17642.72,596.0,5314.0,14594.322246575342,1890.0564243590748,1158.341329065584,1.1295062828150577
2013-02-22,Friday,2,1,2013,8,8728.01,375.0,3223.0,14583.708301369863,2078.18465724489,-7933.882958614753,1.1425004267981473
2013-02-23,Saturday,2,1,2013,8,13376.55,569.0,4918.0,14558.229616438355,1626.1835153573138,-2807.8631317956697,1.1117020103544126
2013-02-24,Sunday,2,1,2013,8,0.0,0.0,0.0,14505.370547945206,-12391.346643146275,-2114.0239047989307,0.1457407722064983
2013-02-25,Monday,2,1,2013,9,11453.96,449.0,3950.0,14589.463616438356,2669.3871027155387,-5804.890719153895,1.1829667747145869
2013-02-26,Tuesday,2,1,2013,9,14352.75,585.0,5126.0,14576.166520547946,2967.5040590512904,-3190.920579599236,1.203586042658611
2013-02-27,Wednesday,2,1,2013,9,10211.69,410.0,3800.0,14593.690684931506,1206.3270733555037,-5588.327758287009,1.0826608634785633
2013-02-28,Thursday,2,1,2013,9,10811.83,466.0,4112.0,14601.529068493151,1890.9897530765604,-5680.688821569712,1.1295062828150577
2013-03-01,Friday,3,1,2013,9,5831.53,225.0,2040.0,14584.265315068493,2078.264031934677,-10830.999347003171,1.1425004267981473
2013-03-02,Saturday,3,1,2013,9,20136.83,702.0,6374.0,14576.678027397262,1628.244239949268,3931.907732653472,1.1117020103544126
2013-03-03,Sunday,3,1,2013,9,0.0,0.0,0.0,14535.087808219178,-12416.732886960055,-2118.3549212591224,0.1457407722064983
2013-03-04,Monday,3,1,2013,10,12039.74,438.0,3645.0,14599.367287671232,2671.1991454988515,-5230.826433170083,1.1829667747145869
2013-03-05,Tuesday,3,1,2013,10,28884.64,818.0,7872.0,14620.878575342465,2976.6068093460417,11287.154615311492,1.203586042658611
2013-03-06,Wednesday,3,1,2013,10,12941.92,438.0,3829.0,14624.707369863016,1208.8909393141848,-2891.6783091772004,1.0826608634785633
2013-03-07,Thursday,3,1,2013,10,14418.14,565.0,5271.0,14607.878383561641,1891.812029269502,-2081.550412831144,1.1295062828150577
2013-03-08,Friday,3,1,2013,10,8997.09,361.0,3086.0,14606.23978082192,2081.3954026832016,-7690.545183505121,1.1425004267981473
2013-03-09,Saturday,3,1,2013,10,12927.95,417.0,3527.0,14634.18,1634.6673258883382,-3340.897325888338,1.1117020103544126
2013-03-10,Sunday,3,1,2013,10,0.0,0.0,0.0,14612.05084931507,-12482.479275015272,-2129.571574299798,0.1457407722064983
2013-03-11,Monday,3,1,2013,11,11312.42,417.0,3744.0,14631.765150684932,2677.1268780021137,-5996.472028687046,1.1829667747145869
2013-03-12,Tuesday,3,1,2013,11,12057.6,397.0,3591.0,14647.013041095892,2981.9274218057785,-5571.3404629016695,1.203586042658611
2013-03-13,Wednesday,3,1,2013,11,11835.46,440.0,3721.0,14644.753424657534,1210.5479635128384,-4019.8413881703736,1.0826608634785633
2013-03-14,Thursday,3,1,2013,11,9295.88,395.0,3521.0,14658.70506849315,1898.3944043027939,-7261.219472795944,1.1295062828150577
2013-03-15,Friday,3,1,2013,11,13656.96,340.0,3388.0,14604.083424657532,2081.0881210094476,-3028.211545666981,1.1425004267981473
2013-03-16,Saturday,3,1,2013,11,11910.57,393.0,3385.0,14629.361589041097,1634.129099697515,-4352.920688738612,1.1117020103544126
2013-03-17,Sunday,3,1,2013,11,0.0,0.0,0.0,14592.368246575343,-12465.665229997867,-2126.703016577476,0.1457407722064983
2013-03-18,Monday,3,1,2013,12,7774.24,311.0,2839.0,14659.720684931506,2682.2418119386325,-9567.72249687014,1.1829667747145869
2013-03-19,Tuesday,3,1,2013,12,16438.09,559.0,4897.0,14641.109068493151,2980.725455387622,-1183.7445238807732,1.203586042658611
2013-03-20,Wednesday,3,1,2013,12,13621.44,378.0,3448.0,14653.18328767123,1211.2447832685566,-2242.9880709397867,1.0826608634785633
2013-03-21,Thursday,3,1,2013,12,13531.27,513.0,5073.0,14664.409260273973,1899.1331329767925,-3032.272393250765,1.1295062828150577
2013-03-22,Friday,3,1,2013,12,20856.05,624.0,5624.0,14670.19621917808,2090.509222445444,4095.344558376475,1.1425004267981473
2013-03-23,Saturday,3,1,2013,12,5640.31,229.0,1995.0,14672.748575342464,1638.975513290597,-10671.414088633062,1.1117020103544126
2013-03-24,Sunday,3,1,2013,12,0.0,0.0,0.0,14643.175424657535,-12509.067730712728,-2134.1076939448067,0.1457407722064983
2013-03-25,Monday,3,1,2013,13,27742.02,884.0,8171.0,14685.686465753426,2686.992687108565,10369.34084713801,1.1829667747145869
2013-03-26,Tuesday,3,1,2013,13,11223.94,423.0,3875.0,14705.810657534246,2993.897795854222,-6475.768453388468,1.203586042658611
2013-03-27,Wednesday,3,1,2013,13,8784.8,268.0,2604.0,14729.16495890411,1217.5254938212106,-7161.890452725322,1.0826608634785633
2013-03-28,Thursday,3,1,2013,13,14393.51,623.0,5409.0,14723.971671232877,1906.846839415583,-2237.30851064846,1.1295062828150577
2013-03-29,Friday,3,1,2013,13,19495.7,637.0,6065.0,14695.253616438356,2094.079912249484,2706.3664713121602,1.1425004267981473
2013-03-30,Saturday,3,1,2013,13,24423.6,883.0,8044.0,14693.111561643835,1641.2500997972795,8089.238338558885,1.1117020103544126
2013-03-31,Sunday,3,1,2013,13,0.0,0.0,0.0,14661.554246575342,-12524.768008931987,-2136.786237643355,0.1457407722064983
2013-04-01,Monday,4,2,2013,14,22332.53,891.0,8030.0,14712.600684931507,2691.9170949855397,4928.012220082952,1.1829667747145869
2013-04-02,Tuesday,4,2,2013,14,17318.47,676.0,6035.0,14713.679068493151,2995.499694503357,-390.7087629965072,1.203586042658611
2013-04-03,Wednesday,4,2,2013,14,19140.28,635.0,6014.0,14716.376136986302,1216.4683587586112,3207.435504255085,1.0826608634785633
2013-04-04,Thursday,4,2,2013,14,19366.17,656.0,6031.0,14667.341424657534,1899.5128666867101,2799.315708655754,1.1295062828150577
2013-04-05,Friday,4,2,2013,14,10373.93,436.0,3877.0,14657.958602739725,2088.7653568799865,-6372.793959619712,1.1425004267981473
2013-04-06,Saturday,4,2,2013,14,25693.65,840.0,7716.0,14671.586219178082,1638.8456757702877,9383.218105051632,1.1117020103544126
2013-04-07,Sunday,4,2,2013,14,0.0,0.0,0.0,14629.675753424655,-12497.535511989861,-2132.140241434794,0.1457407722064983
2013-04-08,Monday,4,2,2013,15,20156.79,743.0,6612.0,14661.521260273972,2682.571257401674,2812.697482324355,1.1829667747145869
2013-04-09,Tuesday,4,2,2013,15,24980.41,949.0,8833.0,14633.963863013698,2979.270791280077,7367.175345706225,1.203586042658611
2013-04-10,Wednesday,4,2,2013,15,12428.3,461.0,3939.0,14660.244712328766,1211.8284867281372,-3443.7731990569036,1.0826608634785633
2013-04-11,Thursday,4,2,2013,15,12940.57,464.0,4410.0,14651.432410958902,1897.4525494593465,-3608.314960418248,1.1295062828150577
2013-04-12,Friday,4,2,2013,15,15307.86,518.0,4526.0,14652.671671232878,2088.011966883808,-1432.8236381166853,1.1425004267981473
2013-04-13,Saturday,4,2,2013,15,11782.67,433.0,4070.0,14685.554410958905,1640.4059508732216,-4543.290361832126,1.1117020103544126
2013-04-14,Sunday,4,2,2013,15,0.0,0.0,0.0,14644.890246575344,-12510.532633160037,-2134.3576134153063,0.1457407722064983
2013-04-15,Monday,4,2,2013,16,22378.68,794.0,7694.0,14702.202493150686,2690.014571372539,4986.462935476775,1.1829667747145869
2013-04-16,Tuesday,4,2,2013,16,10989.62,430.0,3822.0,14739.828328767122,3000.823318920985,-6751.031647688106,1.203586042658611
2013-04-17,Wednesday,4,2,2013,16,16002.93,556.0,5408.0,14782.721835616438,1221.9525514954667,-1.7443871119039613,1.0826608634785633
2013-04-18,Thursday,4,2,2013,16,17554.76,625.0,5721.0,14778.619999999999,1913.9241413362681,862.2158586637313,1.1295062828150577
2013-04-19,Friday,4,2,2013,16,23125.68,753.0,6995.0,14769.72005479452,2104.691411497375,6251.268533708106,1.1425004267981473
2013-04-20,Saturday,4,2,2013,16,15045.09,626.0,5274.0,14768.912602739727,1649.7172284746482,-1373.539831214375,1.1117020103544126
2013-04-21,Sunday,4,2,2013,16,0.0,0.0,0.0,14703.541260273974,-12560.635802831537,-2142.905457442437,0.1457407722064983
2013-04-22,Monday,4,2,2013,17,12042.89,556.0,4808.0,14731.252273972603,2695.329716075691,-5383.691990048294,1.1829667747145869
2013-04-23,Tuesday,4,2,2013,17,15515.77,584.0,5363.0,14725.751753424656,2997.9575246528266,-2207.9392780774824,1.203586042658611
2013-04-24,Wednesday,4,2,2013,17,18884.05,795.0,7105.0,14727.912931506851,1217.4220001554545,2938.7150683376935,1.0826608634785633
2013-04-25,Thursday,4,2,2013,17,19306.77,563.0,5221.0,14753.03991780822,1910.6113599775072,2643.1187222142726,1.1295062828150577
2013-04-26,Friday,4,2,2013,17,12993.57,498.0,4435.0,14743.034465753424,2100.888703669659,-3850.3531694230837,1.1425004267981473
2013-04-27,Saturday,4,2,2013,17,24910.74,810.0,8002.0,14770.168438356166,1649.8575078376791,8490.714053806156,1.1117020103544126
2013-04-28,Sunday,4,2,2013,17,0.0,0.0,0.0,14686.743369863014,-12546.286049940509,-2140.457319922505,0.1457407722064983
2013-04-29,Monday,4,2,2013,18,13577.33,499.0,4659.0,14744.413506849314,2697.7377844064104,-3864.8212912557246,1.1829667747145869
2013-04-30,Tuesday,4,2,2013,18,21430.47,816.0,7214.0,14719.343452054796,2996.652883936773,3714.473664008432,1.203586042658611
2013-05-01,Wednesday,5,2,2013,18,31019.46,914.0,9106.0,14757.794520547945,1219.8920381077028,15041.773441344352,1.0826608634785633
2013-05-02,Thursday,5,2,2013,18,11124.93,436.0,3846.0,14761.37309589041,1911.6905588949676,-5548.133654785378,1.1295062828150577
2013-05-03,Friday,5,2,2013,18,16350.13,568.0,5112.0,14767.861260273974,2104.4265324848675,-522.1577927588423,1.1425004267981473
2013-05-04,Saturday,5,2,2013,18,26934.39,930.0,7890.0,14758.622849315068,1648.5678423310626,10527.19930835387,1.1117020103544126
2013-05-05,Sunday,5,2,2013,18,0.0,0.0,0.0,14706.386575342465,-12563.066439484775,-2143.32013585769,0.1457407722064983
2013-05-06,Monday,5,2,2013,19,25147.52,944.0,8642.0,14769.446849315067,2702.318054337695,7675.755096347239,1.1829667747145869
2013-05-07,Tuesday,5,2,2013,19,15226.64,522.0,5023.0,14773.392767123289,3007.656570099976,-2554.409337223265,1.203586042658611
2013-05-08,Wednesday,5,2,2013,19,31646.51,947.0,8241.0,14782.511287671234,1221.9351474205125,15642.063564908252,1.0826608634785633
2013-05-09,Thursday,5,2,2013,19,12303.9,434.0,3936.0,14778.643671232878,1913.927206909648,-4388.670878142526,1.1295062828150577
2013-05-10,Friday,5,2,2013,19,21456.55,855.0,7863.0,14752.686219178082,2102.2640826520233,4601.599698169894,1.1425004267981473
2013-05-11,Saturday,5,2,2013,19,12065.49,465.0,3811.0,14722.561835616436,1644.5397546055074,-4301.6115902219435,1.1117020103544126
2013-05-12,Sunday,5,2,2013,19,0.0,0.0,0.0,14664.228246575341,-12527.052298107106,-2137.175948468235,0.1457407722064983
2013-05-13,Monday,5,2,2013,20,22776.29,801.0,7464.0,14703.586383561644,2690.267777337591,5382.435839100766,1.1829667747145869
2013-05-14,Tuesday,5,2,2013,20,20538.52,755.0,6927.0,14694.822301369864,2991.6607199073924,2852.0369787227437,1.203586042658611
2013-05-15,Wednesday,5,2,2013,20,16705.88,709.0,6128.0,14695.522328767125,1214.7445649643976,795.6131062684783,1.0826608634785633
2013-05-16,Thursday,5,2,2013,20,16512.59,537.0,5051.0,14676.99405479452,1900.76294293514,-65.16699772966058,1.1295062828150577
2013-05-17,Friday,5,2,2013,20,11815.65,443.0,4056.0,14674.068904109588,2091.0610817010383,-4949.479985810627,1.1425004267981473
2013-05-18,Saturday,5,2,2013,20,9439.65,410.0,3397.0,14696.151397260273,1641.5896555467828,-6898.091052807056,1.1117020103544126
2013-05-19,Sunday,5,2,2013,20,0.0,0.0,0.0,14653.802000000001,-12518.145580758872,-2135.6564192411297,0.1457407722064983
2013-05-20,Monday,5,2,2013,21,18192.09,759.0,6996.0,14723.149589041097,2693.8471939472447,775.0932170116585,1.1829667747145869
2013-05-21,Tuesday,5,2,2013,21,14366.84,581.0,5223.0,14723.474657534247,2997.4939397117437,-3354.1285972459905,1.203586042658611
2013-05-22,Wednesday,5,2,2013,21,23610.41,919.0,8346.0,14757.08506849315,1219.8333941882568,7633.491537318593,1.0826608634785633
2013-05-23,Thursday,5,2,2013,21,30161.75,997.0,8782.0,14772.403369863016,1913.1190486755913,13476.227581461393,1.1295062828150577
2013-05-24,Friday,5,2,2013,21,16605.58,565.0,4897.0,14768.404410958903,2104.5039316892853,-267.32834264818666,1.1425004267981473
2013-05-25,Saturday,5,2,2013,21,21811.62,780.0,7061.0,14735.639643835615,1646.0005720746192,5429.9797840897645,1.1117020103544126
2013-05-26,Sunday,5,2,2013,21,0.0,0.0,0.0,14686.941863013697,-12546.455614546134,-2140.486248467563,0.1457407722064983
2013-05-27,Monday,5,2,2013,22,18810.22,713.0,6875.0,14740.038082191779,2696.9372270688145,1373.2446907394078,1.1829667747145869
2013-05-28,Tuesday,5,2,2013,22,21844.0,769.0,6780.0,14750.213150684931,3002.937523718946,4090.849325596123,1.203586042658611
2013-05-29,Wednesday,5,2,2013,22,18764.88,648.0,5715.0,14758.146520547947,1219.9211347316475,2786.812344720406,1.0826608634785633
2013-05-30,Thursday,5,2,2013,22,16631.22,566.0,5212.0,14755.867095890411,1910.977497301788,-35.62459319219806,1.1295062828150577
2013-05-31,Friday,5,2,2013,22,16837.08,523.0,4856.0,14747.945753424656,2101.5885642589383,-12.454317683592308,1.1425004267981473
2013-06-01,Saturday,6,2,2013,22,22139.55,755.0,7161.0,14745.634493150686,1647.117016836302,5746.79849001301,1.1117020103544126
2013-06-02,Sunday,6,2,2013,22,0.0,0.0,0.0,14691.220410958904,-12550.110603609884,-2141.1098073490193,0.1457407722064983
2013-06-03,Monday,6,2,2013,23,28825.63,1013.0,9074.0,14769.991397260272,2702.4176885189067,11353.220914220823,1.1829667747145869
2013-06-04,Tuesday,6,2,2013,23,23256.81,870.0,7622.0,14785.497972602741,3010.121020979107,5461.191006418153,1.203586042658611
2013-06-05,Wednesday,6,2,2013,23,23011.07,743.0,6783.0,14773.728219178081,1221.2091313948772,7016.1326494270415,1.0826608634785633
2013-06-06,Thursday,6,2,2013,23,16952.16,714.0,6404.0,14762.553561643836,1911.8434366266843,277.76300172948004,1.1295062828150577
2013-06-07,Friday,6,2,2013,23,22249.98,729.0,6730.0,14731.940712328766,2099.307839071852,5418.731448599382,1.1425004267981473
2013-06-08,Saturday,6,2,2013,23,18497.97,717.0,6479.0,14723.779452054794,1644.6757648095124,2129.5147831356944,1.1117020103544126
2013-06-09,Sunday,6,2,2013,23,0.0,0.0,0.0,14648.327479452055,-12513.468921063044,-2134.858558389011,0.1457407722064983
2013-06-10,Monday,6,2,2013,24,15640.57,568.0,5192.0,14715.100986301368,2692.374567062998,-1766.905553364366,1.1829667747145869
2013-06-11,Tuesday,6,2,2013,24,22211.26,749.0,6396.0,14716.60712328767,2996.095805591661,4498.557071120668,1.203586042658611
2013-06-12,Wednesday,6,2,2013,24,18760.36,750.0,6835.0,14726.67528767123,1217.319695447323,2816.3650168814465,1.0826608634785633
2013-06-13,Thursday,6,2,2013,24,30613.23,991.0,8552.0,14698.62375342466,1903.564124803139,14011.042121772201,1.1295062828150577
2013-06-14,Friday,6,2,2013,24,20890.66,741.0,7036.0,14704.80509589041,2095.4410021479553,4090.413901961635,1.1425004267981473
2013-06-15,Saturday,6,2,2013,24,11666.1,432.0,3554.0,14728.130356164384,1645.1617695454129,-4707.1921257097965,1.1117020103544126
2013-06-16,Sunday,6,2,2013,24,0.0,0.0,0.0,14674.794465753423,-12536.07858834287,-2138.715877410552,0.1457407722064983
2013-06-17,Monday,6,2,2013,25,18237.37,622.0,5764.0,14701.997452054793,2689.97705566454,845.3954922806661,1.1829667747145869
2013-06-18,Tuesday,6,2,2013,25,23191.44,870.0,7624.0,14681.919479452055,2989.033885454017,5520.486635093926,1.203586042658611
2013-06-19,Wednesday,6,2,2013,25,20692.44,724.0,6329.0,14689.101315068494,1214.213798427661,4789.124886503843,1.0826608634785633
2013-06-20,Thursday,6,2,2013,25,24350.9,785.0,7890.0,14666.309315068494,1899.3792020103758,7785.211482921131,1.1295062828150577
2013-06-21,Friday,6,2,2013,25,19074.71,795.0,7234.0,14657.117424657532,2088.6454886442607,2328.9470866982065,1.1425004267981473
2013-06-22,Saturday,6,2,2013,25,24661.63,826.0,7949.0,14657.205671232878,1637.2393396548105,8367.184989112313,1.1117020103544126
2013-06-23,Sunday,6,2,2013,25,0.0,0.0,0.0,14609.109808219178,-12479.966863519787,-2129.1429446993916,0.1457407722064983
2013-06-24,Monday,6,2,2013,26,28581.61,1046.0,9305.0,14684.647287671232,2686.8025520465117,11210.160160282256,1.1829667747145869
2013-06-25,Tuesday,6,2,2013,26,22950.81,825.0,7583.0,14692.030493150685,2991.092346720188,5267.687160129128,1.203586042658611
2013-06-26,Wednesday,6,2,2013,26,17641.29,634.0,5826.0,14693.66698630137,1214.5912007541299,1733.0318129445006,1.0826608634785633
2013-06-27,Thursday,6,2,2013,26,23551.99,936.0,8264.0,14681.436767123287,1901.338302094455,6969.21493078226,1.1295062828150577
2013-06-28,Friday,6,2,2013,26,8761.95,406.0,3309.0,14680.056219178083,2091.914276653674,-8010.020495831755,1.1425004267981473
2013-06-29,Saturday,6,2,2013,26,13493.64,532.0,4642.0,14691.937808219178,1641.118989180085,-2839.4167973992635,1.1117020103544126
2013-06-30,Sunday,6,2,2013,26,0.0,0.0,0.0,14620.211123287672,-12489.45026435769,-2130.7608589299816,0.1457407722064983
2013-07-01,Monday,7,3,2013,27,24917.93,913.0,8499.0,14680.062438356164,2685.9636769547815,7551.903884689054,1.1829667747145869
2013-07-02,Tuesday,7,3,2013,27,9955.26,417.0,3620.0,14695.970493150686,2991.894475728263,-7732.604968878948,1.203586042658611
2013-07-03,Wednesday,7,3,2013,27,23114.09,800.0,7432.0,14707.41304109589,1215.7274615128683,7190.949497391242,1.0826608634785633
2013-07-04,Thursday,7,3,2013,27,19170.07,728.0,6624.0,14705.176849315068,1904.4127918928366,2560.4803587920946,1.1295062828150577
2013-07-05,Friday,7,3,2013,27,15712.73,604.0,5192.0,14708.601671232878,2095.9820157546283,-1091.853686987507,1.1425004267981473
2013-07-06,Saturday,7,3,2013,27,19860.93,788.0,7151.0,14681.243150684932,1639.9243744334576,3539.762474881611,1.1117020103544126
2013-07-07,Sunday,7,3,2013,27,0.0,0.0,0.0,14649.116794520547,-12514.14320074394,-2134.9735937766072,0.1457407722064983
2013-07-08,Monday,7,3,2013,28,25663.74,848.0,7670.0,14710.531369863014,2691.5384790815892,8261.670151055398,1.1829667747145869
2013-07-09,Tuesday,7,3,2013,28,11931.67,486.0,4245.0,14700.65898630137,2992.8489874948427,-5761.837973796213,1.203586042658611
2013-07-10,Wednesday,7,3,2013,28,14990.08,525.0,4878.0,14711.020931506848,1216.0256928495742,-936.966624356422,1.0826608634785633
2013-07-11,Thursday,7,3,2013,28,16663.97,640.0,5327.0,14721.974520547945,1906.5881958541559,35.40728359790046,1.1295062828150577
2013-07-12,Friday,7,3,2013,28,15934.29,621.0,5757.0,14724.999589041097,2098.3187260409004,-889.0283150819969,1.1425004267981473
2013-07-13,Saturday,7,3,2013,28,29439.38,995.0,9455.0,14706.186054794522,1642.7105469665762,13090.483398238903,1.1117020103544126
2013-07-14,Sunday,7,3,2013,28,0.0,0.0,0.0,14642.463780821918,-12508.45980239925,-2134.0039784226683,0.1457407722064983
2013-07-15,Monday,7,3,2013,29,24886.96,915.0,8307.0,14673.979643835617,2684.8507276601053,7528.129628504277,1.1829667747145869
2013-07-16,Tuesday,7,3,2013,29,16591.75,594.0,5205.0,14697.932301369863,2992.2938725000604,-1098.4761738699235,1.203586042658611
2013-07-17,Wednesday,7,3,2013,29,14567.89,548.0,5076.0,14701.184575342464,1215.2126111555435,-1348.5071864980082,1.0826608634785633
2013-07-18,Thursday,7,3,2013,29,16783.6,708.0,6269.0,14685.369835616437,1901.84765917506,196.3825052085017,1.1295062828150577
2013-07-19,Friday,7,3,2013,29,22510.27,640.0,6341.0,14679.3057260274,2091.8073310593927,5739.156942913208,1.1425004267981473
2013-07-20,Saturday,7,3,2013,29,15593.13,482.0,4628.0,14674.845561643835,1639.2097508761458,-720.9253125199816,1.1117020103544126
2013-07-21,Sunday,7,3,2013,29,0.0,0.0,0.0,14648.707205479452,-12513.79330552598,-2134.9138999534716,0.1457407722064983
2013-07-22,Monday,7,3,2013,30,24747.33,912.0,8540.0,14702.516767123288,2690.072073067683,7354.74115980903,1.1829667747145869
2013-07-23,Tuesday,7,3,2013,30,18259.6,772.0,6758.0,14711.838493150684,2995.124979053169,552.636527796145,1.203586042658611
2013-07-24,Wednesday,7,3,2013,30,8726.97,360.0,3236.0,14687.838849315067,1214.1094419183705,-7174.978291233438,1.0826608634785633
2013-07-25,Thursday,7,3,2013,30,26354.94,716.0,6593.0,14701.482027397258,1903.9342892405973,9749.523683362144,1.1295062828150577
2013-07-26,Friday,7,3,2013,30,20892.63,822.0,7633.0,14704.050575342466,2095.3334826478454,4093.2459420096898,1.1425004267981473
2013-07-27,Saturday,7,3,2013,30,15910.11,504.0,4973.0,14695.085780821917,1641.4706240483515,-426.446404870268,1.1117020103544126
2013-07-28,Sunday,7,3,2013,30,0.0,0.0,0.0,14657.514191780821,-12521.316754842977,-2136.197436937844,0.1457407722064983
2013-07-29,Monday,7,3,2013,31,19581.13,630.0,5969.0,14697.644712328767,2689.1806489156966,2194.3046387555373,1.1829667747145869
2013-07-30,Tuesday,7,3,2013,31,19839.87,579.0,5395.0,14704.924000000003,2993.717284755632,2141.228715244364,1.203586042658611
2013-07-31,Wednesday,7,3,2013,31,12604.72,593.0,4835.0,14713.521917808219,1216.2324265367936,-3325.034344345013,1.0826608634785633
2013-08-01,Thursday,8,3,2013,31,19951.96,753.0,6577.0,14729.532164383561,1907.5669582141468,3314.860877402291,1.1295062828150577
2013-08-02,Friday,8,3,2013,31,16987.68,622.0,5558.0,14741.638849315068,2100.6898277315468,145.35132295338553,1.1425004267981473
2013-08-03,Saturday,8,3,2013,31,12963.11,533.0,4632.0,14749.307999999999,1647.5273549364208,-3433.7253549364195,1.1117020103544126
2013-08-04,Sunday,8,3,2013,31,0.0,0.0,0.0,14720.85101369863,-12575.42281942538,-2145.4281942732505,0.1457407722064983
2013-08-05,Monday,8,3,2013,32,17391.67,587.0,5238.0,14759.973232876713,2700.5846972930863,-68.88793016980117,1.1829667747145869
2013-08-06,Tuesday,8,3,2013,32,14322.69,619.0,5371.0,14770.801506849315,3007.129025675299,-3455.2405325246136,1.203586042658611
2013-08-07,Wednesday,8,3,2013,32,21073.1,726.0,6572.0,14753.397397260273,1219.528568099922,5100.174034639804,1.0826608634785633
2013-08-08,Thursday,8,3,2013,32,14450.48,571.0,5158.0,14749.418273972602,1910.1423343466763,-2209.080608319279,1.1295062828150577
2013-08-09,Friday,8,3,2013,32,17699.62,673.0,6413.0,14718.50695890411,2097.3935234753376,883.719517620551,1.1425004267981473
2013-08-10,Saturday,8,3,2013,32,17595.21,516.0,5245.0,14719.497479452055,1644.197459861504,1231.5150606864402,1.1117020103544126
2013-08-11,Sunday,8,3,2013,32,0.0,0.0,0.0,14672.556356164385,-12534.166662573623,-2138.3896935907615,0.1457407722064983
2013-08-12,Monday,8,3,2013,33,21815.84,698.0,6096.0,14736.69002739726,2696.324644281494,4382.825328321245,1.1829667747145869
2013-08-13,Tuesday,8,3,2013,33,17220.36,674.0,6011.0,14740.395287671232,3000.9387438406225,-520.9740315118538,1.203586042658611
2013-08-14,Wednesday,8,3,2013,33,15871.94,613.0,5297.0,14724.713534246577,1217.1575352153093,-69.93106946188595,1.0826608634785633
2013-08-15,Thursday,8,3,2013,33,22954.35,840.0,7694.0,14708.998794520547,1904.907757809521,6340.443447669931,1.1295062828150577
2013-08-16,Friday,8,3,2013,33,20455.04,849.0,7300.0,14697.986273972603,2094.469317114407,3662.5844089129905,1.1425004267981473
2013-08-17,Saturday,8,3,2013,33,19002.47,747.0,6696.0,14725.554794520547,1644.8740741320046,2632.0411313474497,1.1117020103544126
2013-08-18,Sunday,8,3,2013,33,0.0,0.0,0.0,14677.647287671232,-12538.515637791412,-2139.1316498798205,0.1457407722064983
2013-08-19,Monday,8,3,2013,34,13646.99,532.0,4545.0,14729.76791780822,2695.0581282157664,-3777.8360460239865,1.1829667747145869
2013-08-20,Tuesday,8,3,2013,34,16238.36,545.0,4972.0,14742.24095890411,3001.3144967429735,-1505.1954556470837,1.203586042658611
2013-08-21,Wednesday,8,3,2013,34,11482.18,440.0,4055.0,14755.660602739727,1219.7156466190831,-4493.196249358809,1.0826608634785633
2013-08-22,Thursday,8,3,2013,34,8056.09,345.0,3111.0,14769.693726027397,1912.7681327746877,-8626.371858802086,1.1295062828150577
2013-08-23,Friday,8,3,2013,34,12588.15,451.0,4328.0,14752.504301369863,2102.23815928671,-4266.592460656573,1.1425004267981473
2013-08-24,Saturday,8,3,2013,34,9559.94,409.0,3583.0,14751.473726027396,1647.769270887558,-6839.302996914954,1.1117020103544126
2013-08-25,Sunday,8,3,2013,34,0.0,0.0,0.0,14714.825643835615,-12570.275591619029,-2144.5500522165858,0.1457407722064983
2013-08-26,Monday,8,3,2013,35,30693.97,826.0,7525.0,14752.470191780822,2699.21189006322,13242.28791815596,1.1829667747145869
