product_id,product_name,category,avg_unit_price,trading_days,avg_daily_demand,std_daily_demand,cv,safety_stock,reorder_point,eoq,max_stock,annual_demand,orders_per_year,annual_holding_cost,annual_ordering_cost,total_annual_cost,avg_daily_forecast,forecast_annual,forecast_rop,forecast_eoq,stockout_risk
22116,METAL SIGN HIS DINNER IS SERVED,General,1.38,190,9.537,10.821,1.135,47.1,113.9,1124.2,1238.1,3480.9,3.1,154.82,154.82,309.64,,,113.9,1123.0,High
22180,Unknown,General,9.93,291,9.536,10.993,1.153,47.8,114.6,418.6,533.2,3480.7,8.3,415.72,415.72,831.44,,,114.6,418.6,High
22123,PING MICROWAVE APRON,General,1.95,163,9.534,11.42,1.198,49.7,116.4,943.9,1060.4,3479.8,3.7,184.33,184.33,368.66,,,116.4,944.6,High
22801,ANTIQUE GLASS PEDESTAL BOWL,General,3.78,301,9.532,10.328,1.084,45.0,111.7,678.0,789.7,3479.0,5.1,256.56,256.56,513.11,,,111.7,678.4,High
22723,SET OF 6 HERB TINS SKETCHBOOK,General,3.55,431,9.531,10.591,1.111,46.1,112.8,699.9,812.7,3478.9,5.0,248.53,248.53,497.06,,,112.8,700.0,High
22717,CARD DOG AND BALL ,General,0.42,147,9.531,8.159,0.856,35.5,102.2,2035.4,2137.7,3478.7,1.7,85.45,85.45,170.91,,,102.2,2035.0,Medium
22256,FELT FARM ANIMAL CHICKEN,General,1.25,100,9.53,10.371,1.088,45.1,111.8,1180.5,1292.4,3478.4,2.9,147.33,147.33,294.66,,,111.8,1179.6,High
84592,CROCHET ROSE PURSE WITH SUEDE BACK,General,2.92,17,9.529,13.039,1.368,56.7,123.5,771.4,894.9,3478.2,4.5,225.44,225.44,450.88,,,123.4,771.7,High
22682,FRENCH BLUE METAL DOOR SIGN 7,General,1.24,211,9.521,11.871,1.247,51.7,118.3,1182.0,1300.3,3475.3,2.9,147.01,147.01,294.02,,,118.3,1183.8,High
23392,SPACEBOY ROCKET LOLLY MAKERS,General,2.06,146,9.521,13.276,1.395,57.8,124.4,917.5,1041.9,3475.0,3.8,189.38,189.38,378.77,,,124.4,918.4,High
21726,MULTI HEARTS  STICKERS,General,0.85,123,9.52,12.59,1.322,54.8,121.4,1428.2,1549.7,3474.9,2.4,121.65,121.65,243.3,,,121.4,1429.7,High
22635,CHILDS BREAKFAST SET DOLLY GIRL ,General,9.76,312,9.519,10.436,1.096,45.4,112.1,421.9,533.9,3474.5,8.2,411.78,411.78,823.56,,,112.0,421.9,High
23423,PANTRY 3 HOOK ROLLING PIN HANGER,General,3.74,110,9.518,11.934,1.254,51.9,118.6,681.2,799.8,3474.1,5.1,255.0,255.0,509.99,,,118.5,681.5,High
85019C,Damaged,General,2.75,29,9.517,12.974,1.363,56.5,123.1,794.0,917.1,3473.8,4.4,218.74,218.74,437.49,,,123.1,794.7,High
22473,TV DINNER TRAY VINTAGE PAISLEY,General,3.94,213,9.516,11.293,1.187,49.2,115.8,663.8,779.6,3473.5,5.2,261.63,261.63,523.27,,,115.8,663.9,High
22452,Unknown,General,2.85,119,9.513,12.694,1.334,55.2,121.8,780.6,902.5,3472.1,4.4,222.39,222.39,444.77,,,121.8,780.5,High
21749,LARGE RED RETROSPOT WINDMILL,General,2.08,207,9.512,15.595,1.64,67.9,134.5,912.5,1047.0,3471.9,3.8,190.24,190.24,380.48,,,134.5,913.6,Critical
85054,found,General,2.75,192,9.51,8.86,0.932,38.6,105.1,794.4,899.6,3471.3,4.4,218.47,218.47,436.95,,,105.2,794.4,Medium
22331,WOODLAND PARTY BAG + STICKER SET,General,1.7,304,9.51,10.806,1.136,47.0,113.6,1009.7,1123.3,3471.1,3.4,171.89,171.89,343.78,,,113.6,1010.4,High
22374,AIRLINE BAG VINTAGE JET SET RED,General,4.3,361,9.51,9.911,1.042,43.1,109.7,635.6,745.3,3471.0,5.5,273.05,273.05,546.11,,,109.7,635.3,High
22939,ADULT APRON APPLE DELIGHT,General,5.18,224,9.509,10.151,1.068,44.2,110.7,578.7,689.4,3470.8,6.0,299.88,299.88,599.77,,,110.8,578.8,High
22222,CAKE PLATE LOVEBIRD WHITE,General,4.35,323,9.508,10.587,1.114,46.1,112.6,631.9,744.5,3470.3,5.5,274.59,274.59,549.18,,,112.7,631.6,High
85035C,check,General,2.47,178,9.506,10.822,1.138,47.1,113.6,838.2,951.9,3469.6,4.1,206.96,206.96,413.91,,,113.6,838.1,High
21972,SET OF 36 DINOSAUR PAPER DOILIES,General,1.45,87,9.506,9.317,0.98,40.6,107.1,1095.3,1202.4,3469.6,3.2,158.38,158.38,316.77,,,107.1,1093.8,Medium
21867,PINK UNION JACK  LUGGAGE TAG,General,1.28,188,9.505,10.201,1.073,44.4,110.9,1163.4,1274.3,3469.4,3.0,149.11,149.11,298.21,,,110.9,1164.1,High
21126,SET OF 6 GIRLS CELEBRATION CANDLES,General,1.25,127,9.504,9.025,0.95,39.3,105.8,1176.7,1282.5,3468.9,2.9,147.4,147.4,294.8,,,105.8,1177.9,Medium
22389,PAPERWEIGHT SAVE THE PLANET,General,1.95,139,9.504,11.705,1.232,50.9,117.5,942.0,1059.5,3468.8,3.7,184.11,184.11,368.22,,,117.4,943.1,High
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,General,1.48,197,9.503,10.066,1.059,43.8,110.3,1082.3,1192.6,3468.4,3.2,160.24,160.24,320.47,,,110.3,1082.5,High
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,General,8.45,4,9.5,12.767,1.344,55.6,122.1,452.9,575.0,3467.5,7.7,382.81,382.81,765.62,,,122.1,453.0,High
90102,WHITE FRANGIPANI HAIR CLIP,General,0.85,8,9.5,7.616,0.802,33.1,99.6,1429.2,1528.9,3467.5,2.4,121.31,121.31,242.61,,,99.6,1428.2,Medium
20857,Unknown,General,1.65,28,9.5,8.311,0.875,36.2,102.7,1025.5,1128.2,3467.5,3.4,169.06,169.06,338.12,,,102.7,1025.1,Medium
21373,MIRRORED WALL ART SNOWFLAKES,General,0.75,118,9.5,9.177,0.966,39.9,106.4,1518.1,1624.5,3467.5,2.3,114.21,114.21,228.42,,,106.4,1520.4,Medium
84805A,wet damaged,General,2.07,12,9.5,10.335,1.088,45.0,111.5,915.4,1026.8,3467.5,3.8,189.4,189.4,378.81,,,111.5,915.2,High
85159A,"BLACK TEA,COFFEE,SUGAR JARS",General,2.11,82,9.5,8.266,0.87,36.0,102.5,907.4,1009.8,3467.5,3.8,191.08,191.08,382.16,,,102.5,906.5,Medium
21742,LARGE ROUND WICKER PLATTER ,General,5.94,243,9.498,12.208,1.285,53.1,119.6,540.4,660.0,3466.7,6.4,320.79,320.79,641.57,,,119.6,540.2,High
84944,michel oops,General,2.57,153,9.497,11.172,1.176,48.6,115.1,820.5,935.6,3466.3,4.2,211.23,211.23,422.46,,,115.1,821.2,High
22265,EASTER DECORATION NATURAL CHICK,General,0.65,95,9.495,8.237,0.868,35.8,102.3,1634.6,1736.9,3465.6,2.1,106.01,106.01,212.01,,,102.3,1632.7,Medium
21221,SET/4 BADGES CUTE CREATURES,General,1.25,75,9.493,10.838,1.142,47.2,113.6,1175.8,1289.5,3465.1,2.9,147.35,147.35,294.69,,,113.7,1177.3,High
22856,sold as set on dotcom,General,1.25,63,9.492,13.079,1.378,56.9,123.4,1177.5,1300.9,3464.6,2.9,147.12,147.12,294.24,,,123.3,1177.2,High
23517,EMBROIDERED RIBBON REEL REBECCA ,General,2.89,146,9.486,11.958,1.261,52.0,118.4,773.9,892.3,3462.5,4.5,223.7,223.7,447.41,,,118.4,774.0,High
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,General,0.43,229,9.485,11.339,1.195,49.3,115.7,2008.0,2123.8,3461.9,1.7,86.2,86.2,172.4,,,115.7,2006.4,High
22973,CHILDREN'S CIRCUS PARADE MUG,General,1.67,231,9.481,11.028,1.163,48.0,114.4,1018.0,1132.3,3460.4,3.4,169.97,169.97,339.94,,,114.4,1017.9,High
22216,T-LIGHT HOLDER WHITE LACE,General,0.51,50,9.48,12.494,1.318,54.4,120.7,1838.1,1958.8,3460.2,1.9,94.12,94.12,188.25,,,120.8,1841.8,High
20823,Unknown,General,0.79,23,9.478,8.989,0.948,39.1,105.5,1484.2,1589.7,3459.6,2.3,116.54,116.54,233.09,,,105.4,1479.7,Medium
23235,BISCUIT TIN VINTAGE LEAF,General,2.65,242,9.475,11.459,1.209,49.9,116.2,808.1,924.3,3458.5,4.3,213.99,213.99,427.98,,,116.2,807.8,High
46000S,dotcom sales,General,1.45,331,9.474,8.914,0.941,38.8,105.1,1091.3,1196.4,3458.1,3.2,158.44,158.44,316.88,,,105.1,1092.0,Medium
35914,Unknown,General,0.85,38,9.474,12.282,1.296,53.5,119.8,1424.7,1544.4,3457.9,2.4,121.36,121.36,242.72,,,119.8,1426.2,High
23096,PETIT TRAY CHIC,General,1.71,226,9.473,12.002,1.267,52.2,118.5,1006.1,1124.6,3457.8,3.4,171.85,171.85,343.69,,,118.5,1005.5,High
20757,RED DAISY POCKET BOOK ,General,0.85,53,9.472,10.649,1.124,46.3,112.7,1424.2,1536.9,3457.2,2.4,121.37,121.37,242.74,,,112.6,1426.1,High
85180A,RED HEARTS LIGHT CHAIN ,General,2.84,66,9.47,9.597,1.013,41.8,108.1,779.8,887.8,3456.4,4.4,221.64,221.64,443.27,,,108.1,780.1,High
21537,?,General,4.23,164,9.47,11.444,1.208,49.8,116.1,638.8,754.9,3456.4,5.4,270.52,270.52,541.05,,,116.1,639.2,High
84508B,Unknown,General,2.54,64,9.469,12.791,1.351,55.7,122.0,825.0,947.0,3456.1,4.2,209.46,209.46,418.92,,,122.0,824.8,High
21846,PINK DIAMANTE PEN IN GIFT BOX,General,4.84,45,9.467,11.651,1.231,50.7,117.0,597.5,714.4,3455.3,5.8,289.17,289.17,578.34,,,117.0,597.5,High
22685,FRENCH BLUE METAL DOOR SIGN 0,General,1.25,150,9.467,10.641,1.124,46.3,112.6,1176.2,1288.8,3455.3,2.9,146.88,146.88,293.77,,,112.6,1175.6,High
22678,FRENCH BLUE METAL DOOR SIGN 3,General,1.28,243,9.465,10.139,1.071,44.1,110.4,1163.9,1274.3,3454.7,3.0,148.41,148.41,296.82,,,110.4,1161.7,High
10080,check,General,0.39,56,9.464,7.713,0.815,33.6,99.8,2097.3,2197.1,3454.5,1.6,82.36,82.36,164.71,,,99.8,2104.5,Medium
62086A,PINK RETRO BIG FLOWER BAG,General,1.95,41,9.463,9.88,1.044,43.0,109.2,940.6,1049.8,3454.1,3.7,183.62,183.62,367.24,,,109.2,941.1,High
84659A,check,General,2.56,54,9.463,9.884,1.044,43.0,109.3,821.2,930.5,3454.0,4.2,210.3,210.3,420.6,,,109.2,821.3,High
22747,POPPY'S PLAYHOUSE BATHROOM,General,2.09,360,9.458,10.306,1.09,44.9,111.1,909.7,1020.7,3452.3,3.8,189.76,189.76,379.52,,,111.1,908.8,High
84823,Unknown,General,7.94,24,9.458,7.205,0.762,31.4,97.6,466.2,563.7,3452.3,7.4,370.28,370.28,740.56,,,97.6,466.3,Medium
21329,DINOSAURS  WRITING SET ,General,1.68,264,9.458,11.142,1.178,48.5,114.7,1012.4,1127.1,3452.3,3.4,170.5,170.5,341.01,,,114.7,1013.6,High
90114,SUMMER DAISIES BAG CHARM,General,2.57,22,9.455,7.34,0.776,31.9,98.1,820.0,918.2,3450.9,4.2,210.41,210.41,420.83,,,98.1,819.4,Medium
22375,AIRLINE BAG VINTAGE JET SET BROWN,General,4.24,205,9.454,11.956,1.265,52.0,118.2,637.7,755.9,3450.6,5.4,270.54,270.54,541.07,,,118.2,637.9,High
22925,AMAZON,General,6.05,333,9.453,12.62,1.335,54.9,121.1,534.2,655.3,3450.5,6.5,322.96,322.96,645.92,,,121.1,534.0,High
22458,Missing,General,2.56,51,9.451,11.693,1.237,50.9,117.0,821.1,938.2,3449.6,4.2,210.05,210.05,420.11,,,117.1,820.8,High
20733,GOLD MINI TAPE MEASURE ,General,0.84,129,9.45,12.756,1.35,55.5,121.7,1430.8,1552.5,3449.1,2.4,120.53,120.53,241.06,,,121.6,1432.8,High
22358,KINGS CHOICE TEA CADDY ,General,3.0,266,9.447,11.332,1.199,49.3,115.4,757.6,873.0,3448.3,4.6,227.58,227.58,455.17,,,115.4,758.1,High
23369,SET 36 COLOUR PENCILS LOVE LONDON,General,1.25,181,9.442,10.331,1.094,45.0,111.1,1173.0,1284.0,3446.3,2.9,146.91,146.91,293.81,,,111.1,1174.1,High
22860,EASTER TIN CHICKS PINK DAISY,General,1.65,186,9.441,10.089,1.069,43.9,110.0,1022.3,1132.3,3445.9,3.4,168.54,168.54,337.08,,,110.0,1021.9,High
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,General,0.95,109,9.44,10.428,1.105,45.4,111.5,1346.3,1457.8,3445.7,2.6,127.97,127.97,255.94,,,111.5,1346.7,High
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,General,0.85,16,9.438,8.39,0.889,36.5,102.6,1423.0,1525.5,3444.7,2.4,121.04,121.04,242.08,,,102.6,1423.5,Medium
22279,POCKET BAG BLUE PAISLEY RED SPOT,General,1.26,135,9.437,10.161,1.077,44.2,110.3,1170.2,1280.5,3444.5,2.9,147.18,147.18,294.36,,,110.3,1169.1,High
21328,BALLOONS  WRITING SET ,General,1.67,369,9.436,10.642,1.128,46.3,112.4,1015.6,1128.0,3444.3,3.4,169.56,169.56,339.12,,,112.4,1015.5,High
23014,GLASS APOTHECARY BOTTLE ELIXIR,General,3.94,260,9.435,9.025,0.957,39.3,105.3,660.8,766.1,3443.6,5.2,260.58,260.58,521.16,,,105.3,661.1,Medium
23133,LARGE IVORY HEART WALL ORGANISER,General,7.95,267,9.434,12.451,1.32,54.2,120.2,465.3,585.5,3443.6,7.4,370.05,370.05,740.1,,,120.2,465.4,High
22371,AIRLINE BAG VINTAGE TOKYO 78,General,4.3,485,9.433,9.516,1.009,41.4,107.4,632.9,740.3,3443.0,5.4,272.02,272.02,544.04,,,107.4,632.7,High
22863,Unknown,General,2.93,222,9.432,10.443,1.107,45.4,111.5,766.1,877.6,3442.8,4.5,224.69,224.69,449.39,,,111.4,766.5,High
84192,ASSORTED COLOUR METAL CAT ,General,1.25,79,9.43,8.837,0.937,38.5,104.5,1171.8,1276.3,3442.1,2.9,146.87,146.87,293.74,,,104.5,1173.4,Medium
22055,MINI CAKE STAND  HANGING STRAWBERY,General,1.29,314,9.43,11.115,1.179,48.4,114.4,1152.8,1267.2,3441.9,3.0,149.28,149.28,298.56,,,114.4,1155.0,High
84907,Unknown,General,7.72,7,9.429,11.942,1.267,52.0,118.0,472.0,590.0,3441.4,7.3,364.54,364.54,729.08,,,118.0,472.1,High
84593,Unknown,General,2.91,7,9.429,12.778,1.355,55.6,121.6,768.6,890.2,3441.4,4.5,223.88,223.88,447.76,,,121.6,769.0,High
23316,RED REFECTORY CLOCK ,General,9.77,209,9.426,11.543,1.225,50.2,116.2,419.6,535.8,3440.4,8.2,409.98,409.98,819.95,,,116.2,419.6,High
22505,MEMO BOARD COTTAGE DESIGN,General,4.91,520,9.425,9.501,1.008,41.4,107.3,591.8,699.1,3440.1,5.8,290.66,290.66,581.31,,,107.4,591.9,High
21775,DECORATIVE FLORE BATHROOM BOTTLE,General,1.21,114,9.421,10.272,1.09,44.7,110.7,1193.0,1303.7,3438.7,2.9,144.12,144.12,288.23,,,110.6,1192.0,High
22853,CAT BOWL VINTAGE CREAM,General,3.25,233,9.421,8.938,0.949,38.9,104.8,727.2,832.1,3438.5,4.7,236.41,236.41,472.83,,,104.8,727.3,Medium
21738,Unknown,General,2.95,55,9.418,10.999,1.168,47.9,113.8,763.3,877.1,3437.6,4.5,225.18,225.18,450.37,,,113.8,763.3,High
84912A,Unknown,General,3.75,79,9.418,11.95,1.269,52.0,117.9,677.4,795.4,3437.5,5.1,253.71,253.71,507.43,,,117.9,677.0,High
21946,PARTY TIME DESIGN FLANNEL,General,0.76,29,9.414,11.996,1.274,52.2,118.1,1501.5,1619.6,3436.0,2.3,114.42,114.42,228.84,,,118.1,1503.5,High
22839,3 TIER CAKE TIN GREEN AND CREAM,General,15.08,300,9.41,12.622,1.341,54.9,120.8,337.4,458.2,3434.7,10.2,508.93,508.93,1017.85,,,120.8,337.5,High
21547,Unknown,General,2.95,44,9.409,10.546,1.121,45.9,111.8,762.9,874.6,3434.3,4.5,225.09,225.09,450.18,,,111.8,762.9,High
20752,check,General,2.1,257,9.405,11.245,1.196,48.9,114.8,904.2,1019.0,3432.7,3.8,189.81,189.81,379.62,,,114.7,904.1,High
35597D,Unknown,General,0.38,5,9.4,7.603,0.809,33.1,98.9,2119.2,2218.0,3431.0,1.6,80.95,80.95,161.9,,,98.9,2124.7,Medium
20847,ZINC HEART LATTICE CHARGER LARGE,General,3.73,10,9.4,5.739,0.611,25.0,90.8,678.6,769.4,3431.0,5.1,252.79,252.79,505.58,,,90.8,678.2,Medium
23008,DOLLY GIRL BABY GIFT SET,General,16.36,235,9.4,11.059,1.177,48.1,113.9,323.8,437.8,3431.0,10.6,529.73,529.73,1059.46,,,113.9,323.8,High
84313B,Damaged,General,3.33,25,9.4,8.651,0.92,37.6,103.4,718.3,821.7,3431.0,4.8,238.84,238.84,477.68,,,103.4,717.8,Medium
21609,Unknown,General,2.91,148,9.399,13.249,1.41,57.7,123.5,767.4,890.9,3430.5,4.5,223.51,223.51,447.01,,,123.5,767.7,High
72800B, 4 PURPLE FLOCK DINNER CANDLES,General,2.02,101,9.396,10.432,1.11,45.4,111.2,922.5,1033.6,3429.6,3.7,185.89,185.89,371.79,,,111.2,921.4,High
23694,PAISLEY PARK CARD,General,0.42,46,9.391,8.596,0.915,37.4,103.2,2021.1,2124.3,3427.8,1.7,84.8,84.8,169.6,,,103.1,2020.1,Medium
21206,STRAWBERRY HONEYCOMB  GARLAND ,General,1.53,138,9.391,11.458,1.22,49.9,115.6,1059.0,1174.7,3427.8,3.2,161.84,161.84,323.67,,,115.6,1058.4,High
79160,HEART SHAPE WIRELESS DOORBELL,General,2.04,116,9.388,11.109,1.183,48.3,114.1,917.3,1031.4,3426.6,3.7,186.77,186.77,373.55,,,114.0,916.4,High
22767,TRIPLE PHOTO FRAME CORNICE ,General,9.84,432,9.387,10.187,1.085,44.3,110.0,417.2,527.2,3426.1,8.2,410.62,410.62,821.24,,,110.0,417.2,High
85087,Unknown,General,2.98,13,9.385,10.308,1.098,44.9,110.6,757.9,868.5,3425.4,4.5,225.97,225.97,451.95,,,110.6,758.1,High
85118,Unknown,General,1.02,21,9.381,12.706,1.354,55.3,121.0,1292.5,1413.4,3424.0,2.6,132.46,132.46,264.92,,,121.0,1295.5,High
22871,NUMBER TILE COTTAGE GARDEN 3 ,General,1.96,21,9.381,8.715,0.929,37.9,103.6,933.6,1037.2,3424.0,3.7,183.38,183.38,366.76,,,103.6,934.6,Medium
23513,EMBROIDERED RIBBON REEL SUSIE ,General,2.08,153,9.379,14.09,1.502,61.3,127.0,908.1,1035.1,3423.4,3.8,188.48,188.48,376.96,,,127.0,907.2,Critical
21708,FOLDING UMBRELLA CREAM POLKADOT,General,4.97,58,9.379,9.326,0.994,40.6,106.2,586.6,692.8,3423.4,5.8,291.82,291.82,583.64,,,106.3,586.9,Medium
22953,BIRTHDAY BANNER TAPE,General,1.25,202,9.376,9.949,1.061,43.3,108.9,1169.3,1278.2,3422.3,2.9,146.34,146.34,292.68,,,108.9,1170.0,High
21750,LARGE SKULL WINDMILL,General,2.09,32,9.375,12.194,1.301,53.1,118.7,903.9,1022.6,3421.9,3.8,189.28,189.28,378.57,,,118.7,904.8,High
21812,GARLAND WITH HEARTS AND BELLS,General,4.92,72,9.375,11.39,1.215,49.6,115.2,589.8,705.0,3421.9,5.8,290.08,290.08,580.16,,,115.2,589.7,High
21527,Unknown,General,7.83,289,9.374,9.872,1.053,43.0,108.6,467.3,575.9,3421.4,7.3,366.08,366.08,732.16,,,108.6,467.4,High
21204,DAISIES  HONEYCOMB GARLAND ,General,1.65,149,9.369,9.111,0.972,39.7,105.2,1019.1,1124.3,3419.7,3.4,167.78,167.78,335.57,,,105.3,1018.0,Medium
20751,check,General,2.1,366,9.369,9.949,1.062,43.3,108.9,902.5,1011.4,3419.6,3.8,189.45,189.45,378.9,,,108.9,902.3,High
82011A,"BATHROOM SCALES, TROPICAL BEACH",General,3.77,19,9.368,10.833,1.156,47.1,112.7,673.5,786.2,3419.5,5.1,253.87,253.87,507.73,,,112.7,673.4,High
22426,check,General,3.62,315,9.368,9.831,1.049,42.8,108.4,687.0,795.4,3419.4,5.0,248.86,248.86,497.72,,,108.4,687.2,High
22430,ENAMEL WATERING CAN CREAM,General,4.91,356,9.368,9.064,0.968,39.4,105.0,589.8,694.8,3419.3,5.8,289.87,289.87,579.74,,,105.0,590.1,Medium
85025C,Unknown,General,1.65,68,9.368,9.027,0.964,39.3,104.9,1016.7,1121.6,3419.2,3.4,168.15,168.15,336.3,,,104.9,1017.9,Medium
84596E,Unknown,General,1.07,79,9.367,13.876,1.481,60.4,126.0,1266.2,1392.2,3419.0,2.7,135.01,135.01,270.01,,,126.0,1264.0,High
84660C,Unknown,General,0.83,60,9.367,11.273,1.204,49.1,114.6,1431.7,1546.3,3418.8,2.4,119.4,119.4,238.8,,,114.7,1435.1,High
22246,"GARLAND, MAGIC GARDEN 1.8M",General,2.15,60,9.367,7.02,0.75,30.6,96.1,892.2,988.3,3418.8,3.8,191.59,191.59,383.18,,,96.2,891.7,Medium
21445,Unknown,General,1.25,55,9.364,11.457,1.224,49.9,115.4,1169.5,1284.9,3417.7,2.9,146.12,146.12,292.24,,,115.4,1169.2,High
23416,CHAMBRE HOOK,General,0.92,58,9.362,9.339,0.998,40.6,106.2,1360.9,1467.0,3417.2,2.5,125.55,125.55,251.1,,,106.1,1362.8,Medium
22894,TABLECLOTH RED APPLES DESIGN ,General,9.66,236,9.36,12.497,1.335,54.4,119.9,420.6,540.5,3416.5,8.1,406.14,406.14,812.29,,,119.9,420.5,High
22613,PACK OF 20 SPACEBOY NAPKINS,General,0.87,222,9.36,9.13,0.975,39.7,105.3,1401.9,1507.2,3416.5,2.4,121.85,121.85,243.71,,,105.2,1401.3,Medium
85188A,GREEN METAL SWINGING BUNNY,General,0.85,50,9.36,8.731,0.933,38.0,103.5,1418.2,1521.7,3416.4,2.4,120.45,120.45,240.9,,,103.5,1417.6,Medium
22229,BUNNY WOODEN PAINTED WITH FLOWER ,General,0.63,139,9.36,8.928,0.954,38.9,104.4,1641.1,1745.5,3416.3,2.1,104.08,104.08,208.17,,,104.4,1646.6,Medium
22785,SQUARECUSHION COVER PINK UNION JACK,General,5.72,148,9.358,11.986,1.281,52.2,117.7,546.3,663.9,3415.7,6.3,312.64,312.64,625.28,,,117.7,546.4,High
23050,RECYCLED ACAPULCO MAT GREEN,General,8.22,339,9.357,10.423,1.114,45.4,110.9,455.7,566.6,3415.3,7.5,374.69,374.69,749.38,,,110.9,455.8,High
84531A,returned,General,0.63,62,9.355,7.625,0.815,33.2,98.7,1647.1,1745.8,3414.5,2.1,103.65,103.65,207.3,,,98.7,1646.2,Medium
20766,GARDEN PATH SKETCHBOOK,General,3.76,125,9.352,10.543,1.127,45.9,111.3,674.2,785.5,3413.5,5.1,253.16,253.16,506.31,,,111.4,673.7,High
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,General,2.08,54,9.352,8.288,0.886,36.1,101.5,904.9,1006.4,3413.4,3.8,188.61,188.61,377.22,,,101.6,905.8,Medium
21820,Unknown,General,3.72,97,9.351,9.156,0.979,39.8,105.3,677.1,782.4,3412.9,5.0,252.01,252.01,504.03,,,105.3,677.3,Medium
35637A,IVORY STRING CURTAIN WITH POLE ,General,2.98,20,9.35,11.509,1.231,50.1,115.5,756.4,871.9,3412.8,4.5,225.59,225.59,451.19,,,115.6,756.7,High
22500,SET OF 2 TINS JARDIN DE PROVENCE,General,3.72,243,9.35,12.253,1.31,53.3,118.8,677.4,796.2,3412.7,5.0,251.88,251.88,503.77,,,118.8,677.3,High
22946,check,General,16.15,190,9.347,10.711,1.146,46.6,112.1,325.0,437.1,3411.8,10.5,524.88,524.88,1049.76,,,112.0,325.0,High
21003,ROSE DU SUD CUSHION COVER,General,6.36,26,9.346,12.073,1.292,52.5,118.0,518.1,636.0,3411.3,6.6,329.24,329.24,658.49,,,117.9,517.9,High
22272,Damaged,General,2.94,119,9.345,10.65,1.14,46.3,111.8,762.2,874.0,3410.8,4.5,223.74,223.74,447.49,,,111.7,761.6,High
22789,T-LIGHT HOLDER SWEETHEART HANGING,General,1.99,306,9.343,10.225,1.094,44.5,109.9,925.8,1035.7,3410.2,3.7,184.18,184.18,368.36,,,109.9,925.7,High
23490,T-LIGHT HOLDER HANGING LOVE BIRD,General,3.77,156,9.34,8.538,0.914,37.2,102.5,672.1,774.6,3409.0,5.1,253.63,253.63,507.25,,,102.6,672.4,Medium
21125,SET 6 FOOTBALL CELEBRATION CANDLES,General,1.25,162,9.34,8.505,0.911,37.0,102.4,1167.0,1269.4,3408.9,2.9,146.05,146.05,292.11,,,102.4,1167.7,Medium
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,General,2.27,95,9.337,11.872,1.272,51.7,117.0,866.9,983.9,3407.9,3.9,196.57,196.57,393.14,,,117.1,866.4,High
23410,CURIO CABINET LINEN AND LACE ,General,8.11,48,9.333,7.631,0.818,33.2,98.5,458.4,557.0,3406.7,7.4,371.57,371.57,743.14,,,98.5,458.3,Medium
22862,Unknown,General,4.26,120,9.333,12.214,1.309,53.2,118.5,632.3,750.8,3406.7,5.4,269.39,269.39,538.78,,,118.5,632.3,High
22626,BLACK KITCHEN SCALES,General,8.55,396,9.333,10.198,1.093,44.4,109.7,446.4,556.2,3406.7,7.6,381.54,381.54,763.08,,,109.7,446.3,High
72132,COLUMBIAN CUBE CANDLE,General,1.93,12,9.333,10.916,1.17,47.5,112.8,939.5,1052.3,3406.7,3.6,181.31,181.31,362.62,,,112.8,939.4,High
85086A,Unknown,General,0.86,6,9.333,7.967,0.854,34.7,100.0,1407.3,1507.4,3406.7,2.4,121.03,121.03,242.06,,,100.0,1407.4,Medium
22605,WOODEN CROQUET GARDEN SET,General,14.29,474,9.333,10.929,1.171,47.6,112.9,345.3,458.2,3406.7,9.9,493.34,493.34,986.68,,,112.9,345.3,High
82615,PINK MARSHMALLOW SCARF KNITTING KIT,General,2.6,6,9.333,13.692,1.467,59.6,124.9,808.9,933.8,3406.7,4.2,210.58,210.58,421.16,,,124.9,809.4,High
21226,POCKET MIRROR WOODLAND,General,1.26,6,9.333,7.448,0.798,32.4,97.7,1163.5,1261.2,3406.7,2.9,146.4,146.4,292.8,,,97.7,1162.7,Medium
22076,6 RIBBONS EMPIRE  ,General,1.27,268,9.332,11.219,1.202,48.8,114.2,1157.8,1272.0,3406.2,2.9,147.1,147.1,294.2,,,114.1,1158.0,High
23421,PANTRY HOOK SPATULA,General,2.06,58,9.328,8.443,0.905,36.7,102.0,908.0,1010.0,3404.6,3.7,187.48,187.48,374.96,,,102.0,909.0,Medium
22870,NUMBER TILE COTTAGE GARDEN 2,General,1.95,37,9.324,7.732,0.829,33.7,98.9,934.6,1033.5,3403.4,3.6,182.07,182.07,364.15,,,99.0,934.2,Medium
22334,DINOSAUR PARTY BAG + STICKER SET,General,1.65,205,9.322,9.735,1.044,42.4,107.6,1015.4,1123.0,3402.5,3.4,167.54,167.54,335.09,,,107.7,1015.4,High
82599,Unknown,General,2.1,212,9.321,9.865,1.058,42.9,108.2,900.4,1008.6,3402.1,3.8,188.91,188.91,377.83,,,108.1,900.0,High
