product_id,product_name,category,price_elasticity,elasticity_type,current_price,recommended_price,price_adjustment_pct,action,expected_revenue_lift_pct,estimated_profit_impact_pct,confidence,r_squared,is_significant,avg_daily_qty,interpretation
21881,CUTE CATS TAPE,General,-1.9682,Highly Elastic,0.6598,0.4949,-25.0,LOWER_PRICE,24.2,9.68,MEDIUM,0.1828,True,11.89,A 1% price increase leads to a 1.97% decrease in demand. Highly price-sensitive.
21983,PACK OF 12 BLUE PAISLEY TISSUES ,General,-1.9643,Highly Elastic,0.3507,0.263,-25.0,LOWER_PRICE,24.11,9.64,LOW,0.0618,True,11.49,A 1% price increase leads to a 1.96% decrease in demand. Highly price-sensitive.
22260,FELT EGG COSY BLUE RABBIT ,General,-1.961,Highly Elastic,0.8496,0.6372,-25.0,LOWER_PRICE,24.03,9.61,LOW,0.0029,False,9.21,A 1% price increase leads to a 1.96% decrease in demand. Highly price-sensitive.
23208,LUNCH BAG VINTAGE LEAF DESIGN,General,-1.9609,Highly Elastic,1.6434,1.2326,-25.0,LOWER_PRICE,24.02,9.61,LOW,0.0027,False,16.16,A 1% price increase leads to a 1.96% decrease in demand. Highly price-sensitive.
23109,PACK OF SIX LED TEA LIGHTS,General,-1.9558,Highly Elastic,2.8909,2.1682,-25.0,LOWER_PRICE,23.89,9.56,LOW,0.0035,False,11.84,A 1% price increase leads to a 1.96% decrease in demand. Highly price-sensitive.
20878,Unknown,General,-1.9514,Highly Elastic,1.2524,0.9393,-25.0,LOWER_PRICE,23.79,9.52,LOW,0.0025,False,7.0,A 1% price increase leads to a 1.95% decrease in demand. Highly price-sensitive.
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",General,-1.9511,Highly Elastic,0.9152,0.6864,-25.0,LOWER_PRICE,23.78,9.51,MEDIUM,0.1899,True,10.09,A 1% price increase leads to a 1.95% decrease in demand. Highly price-sensitive.
23110,PARISIENNE KEY CABINET ,General,-1.9461,Highly Elastic,5.7115,4.2836,-25.0,LOWER_PRICE,23.65,9.46,LOW,0.0039,False,8.81,A 1% price increase leads to a 1.95% decrease in demand. Highly price-sensitive.
22509,SEWING BOX RETROSPOT DESIGN ,General,-1.9454,Highly Elastic,9.59,7.1925,-25.0,LOWER_PRICE,23.64,9.46,MEDIUM,0.2153,True,8.38,A 1% price increase leads to a 1.95% decrease in demand. Highly price-sensitive.
85169C,EAU DE NIL LOVE BIRD CANDLE,General,-1.9445,Highly Elastic,1.1214,0.841,-25.0,LOWER_PRICE,23.61,9.44,LOW,0.0624,False,13.65,A 1% price increase leads to a 1.94% decrease in demand. Highly price-sensitive.
35971,ROSE FOLKART HEART DECORATIONS,General,-1.9392,Highly Elastic,1.3274,0.9955,-25.0,LOWER_PRICE,23.48,9.39,LOW,0.0732,True,10.82,A 1% price increase leads to a 1.94% decrease in demand. Highly price-sensitive.
22673,FRENCH GARDEN SIGN BLUE METAL,General,-1.9389,Highly Elastic,1.274,0.9555,-25.0,LOWER_PRICE,23.47,9.39,LOW,0.0119,False,10.86,A 1% price increase leads to a 1.94% decrease in demand. Highly price-sensitive.
79163,damaged,General,-1.9378,Highly Elastic,0.5726,0.4294,-25.0,LOWER_PRICE,23.45,9.38,LOW,0.1348,True,14.91,A 1% price increase leads to a 1.94% decrease in demand. Highly price-sensitive.
22809,SET OF 6 T-LIGHTS SANTA,General,-1.9376,Highly Elastic,3.0838,2.3129,-25.0,LOWER_PRICE,23.44,9.38,LOW,0.0143,True,10.86,A 1% price increase leads to a 1.94% decrease in demand. Highly price-sensitive.
84673A,PINK FLY SWAT,General,-1.9321,Highly Elastic,0.6479,0.4859,-25.0,LOWER_PRICE,23.3,9.32,LOW,0.0037,False,7.36,A 1% price increase leads to a 1.93% decrease in demand. Highly price-sensitive.
35915B,BLUE KNITTED HEN ,General,-1.9315,Highly Elastic,1.6513,1.2385,-25.0,LOWER_PRICE,23.29,9.32,LOW,0.003,False,9.68,A 1% price increase leads to a 1.93% decrease in demand. Highly price-sensitive.
21060,PARTY INVITES BALLOON GIRL,General,-1.9301,Highly Elastic,0.85,0.6375,-25.0,LOWER_PRICE,23.25,9.3,LOW,0.0032,False,9.76,A 1% price increase leads to a 1.93% decrease in demand. Highly price-sensitive.
20767,BLUE PAISLEY JOURNAL ,General,-1.9298,Highly Elastic,2.6914,2.0185,-25.0,LOWER_PRICE,23.24,9.3,LOW,0.0221,False,8.02,A 1% price increase leads to a 1.93% decrease in demand. Highly price-sensitive.
35914,Unknown,General,-1.9235,Highly Elastic,0.8518,0.6389,-25.0,LOWER_PRICE,23.09,9.24,LOW,0.003,False,9.47,A 1% price increase leads to a 1.92% decrease in demand. Highly price-sensitive.
90123A,PINK HEART OF GLASS BRACELET,General,-1.923,Highly Elastic,5.9213,4.441,-25.0,LOWER_PRICE,23.08,9.23,LOW,0.0053,False,7.03,A 1% price increase leads to a 1.92% decrease in demand. Highly price-sensitive.
46000M,Dotcom sales,General,-1.9229,Highly Elastic,1.5514,1.1635,-25.0,LOWER_PRICE,23.07,9.23,LOW,0.0027,False,10.76,A 1% price increase leads to a 1.92% decrease in demand. Highly price-sensitive.
21524,DOORMAT SPOTTY HOME SWEET HOME,General,-1.9226,Highly Elastic,7.9838,5.9878,-25.0,LOWER_PRICE,23.07,9.23,LOW,0.0065,True,11.52,A 1% price increase leads to a 1.92% decrease in demand. Highly price-sensitive.
21539,check,General,-1.9192,Highly Elastic,4.9267,3.695,-25.0,LOWER_PRICE,22.98,9.19,LOW,0.003,False,9.61,A 1% price increase leads to a 1.92% decrease in demand. Highly price-sensitive.
84970S,HANGING HEART ZINC T-LIGHT HOLDER,General,-1.9179,Highly Elastic,0.8531,0.6398,-25.0,LOWER_PRICE,22.95,9.18,LOW,0.01,True,15.86,A 1% price increase leads to a 1.92% decrease in demand. Highly price-sensitive.
23269,incorrect stock entry.,General,-1.9175,Highly Elastic,1.438,1.0785,-25.0,LOWER_PRICE,22.94,9.18,LOW,0.0028,False,10.29,A 1% price increase leads to a 1.92% decrease in demand. Highly price-sensitive.
22515,CHILDS GARDEN SPADE PINK,General,-1.9159,Highly Elastic,2.0863,1.5647,-25.0,LOWER_PRICE,22.9,9.16,LOW,0.0029,False,10.38,A 1% price increase leads to a 1.92% decrease in demand. Highly price-sensitive.
21890,missing,General,-1.9153,Highly Elastic,3.2412,2.4309,-25.0,LOWER_PRICE,22.88,9.15,LOW,0.0062,False,10.14,A 1% price increase leads to a 1.92% decrease in demand. Highly price-sensitive.
21360,Show Samples,General,-1.914,Highly Elastic,6.5592,4.9194,-25.0,LOWER_PRICE,22.85,9.14,LOW,0.1445,True,8.41,A 1% price increase leads to a 1.91% decrease in demand. Highly price-sensitive.
21125,SET 6 FOOTBALL CELEBRATION CANDLES,General,-1.9133,Highly Elastic,1.2515,0.9386,-25.0,LOWER_PRICE,22.83,9.13,LOW,0.0031,False,9.34,A 1% price increase leads to a 1.91% decrease in demand. Highly price-sensitive.
84231,EASTER BUNNY WITH BASKET ON BACK,General,-1.9108,Highly Elastic,0.6524,0.4893,-25.0,LOWER_PRICE,22.77,9.11,LOW,0.0031,False,10.21,A 1% price increase leads to a 1.91% decrease in demand. Highly price-sensitive.
22924,sold as set on dotcom,General,-1.9093,Highly Elastic,0.8422,0.6316,-25.0,LOWER_PRICE,22.73,9.09,LOW,0.0039,False,11.84,A 1% price increase leads to a 1.91% decrease in demand. Highly price-sensitive.
21868,Amazon,General,-1.9079,Highly Elastic,1.2847,0.9635,-25.0,LOWER_PRICE,22.7,9.08,LOW,0.0176,True,12.52,A 1% price increase leads to a 1.91% decrease in demand. Highly price-sensitive.
22623,BOX OF VINTAGE JIGSAW BLOCKS ,General,-1.9066,Highly Elastic,5.6571,4.2428,-25.0,LOWER_PRICE,22.67,9.07,LOW,0.0098,True,10.43,A 1% price increase leads to a 1.91% decrease in demand. Highly price-sensitive.
21263,GREEN GOOSE FEATHER TREE 60CM,General,-1.9047,Highly Elastic,1.9406,1.4555,-25.0,LOWER_PRICE,22.62,9.05,LOW,0.0044,False,6.35,A 1% price increase leads to a 1.9% decrease in demand. Highly price-sensitive.
22364,GLASS JAR DIGESTIVE BISCUITS,General,-1.9027,Highly Elastic,3.053,2.2897,-25.0,LOWER_PRICE,22.57,9.03,LOW,0.0203,True,8.27,A 1% price increase leads to a 1.9% decrease in demand. Highly price-sensitive.
23196,VINTAGE LEAF MAGNETIC NOTEPAD,General,-1.9016,Highly Elastic,1.4373,1.078,-25.0,LOWER_PRICE,22.54,9.02,LOW,0.003,False,11.56,A 1% price increase leads to a 1.9% decrease in demand. Highly price-sensitive.
22089,PAPER BUNTING VINTAGE PAISLEY,General,-1.9006,Highly Elastic,2.9089,2.1817,-25.0,LOWER_PRICE,22.52,9.01,LOW,0.0037,False,10.24,A 1% price increase leads to a 1.9% decrease in demand. Highly price-sensitive.
21775,DECORATIVE FLORE BATHROOM BOTTLE,General,-1.9003,Highly Elastic,1.208,0.906,-25.0,LOWER_PRICE,22.51,9.0,LOW,0.0489,True,9.42,A 1% price increase leads to a 1.9% decrease in demand. Highly price-sensitive.
22908,PACK OF 20 NAPKINS RED APPLES,General,-1.8997,Highly Elastic,0.8478,0.6359,-25.0,LOWER_PRICE,22.49,9.0,LOW,0.0028,False,12.29,A 1% price increase leads to a 1.9% decrease in demand. Highly price-sensitive.
85169A,IVORY LOVE BIRD CANDLE,General,-1.8944,Highly Elastic,1.1716,0.8787,-25.0,LOWER_PRICE,22.36,8.94,LOW,0.0661,True,9.09,A 1% price increase leads to a 1.89% decrease in demand. Highly price-sensitive.
22147,check,General,-1.8943,Highly Elastic,1.4598,1.0949,-25.0,LOWER_PRICE,22.36,8.94,LOW,0.0055,True,16.16,A 1% price increase leads to a 1.89% decrease in demand. Highly price-sensitive.
22139,amazon,General,-1.894,Highly Elastic,4.9888,3.7416,-25.0,LOWER_PRICE,22.35,8.94,LOW,0.004,True,16.05,A 1% price increase leads to a 1.89% decrease in demand. Highly price-sensitive.
23076,ICE CREAM SUNDAE LIP GLOSS,General,-1.8928,Highly Elastic,1.2385,0.9289,-25.0,LOWER_PRICE,22.32,8.93,LOW,0.0028,False,17.41,A 1% price increase leads to a 1.89% decrease in demand. Highly price-sensitive.
82613B,Unknown,General,-1.8811,Highly Elastic,1.0757,0.8068,-25.0,LOWER_PRICE,22.03,8.81,LOW,0.1383,True,9.16,A 1% price increase leads to a 1.88% decrease in demand. Highly price-sensitive.
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,General,-1.8809,Highly Elastic,0.7054,0.5291,-25.0,LOWER_PRICE,22.02,8.81,LOW,0.1069,True,11.08,A 1% price increase leads to a 1.88% decrease in demand. Highly price-sensitive.
21199,PINK  HEART CONFETTI IN TUBE,General,-1.8807,Highly Elastic,1.4571,1.0928,-25.0,LOWER_PRICE,22.02,8.81,MEDIUM,0.1683,True,9.96,A 1% price increase leads to a 1.88% decrease in demand. Highly price-sensitive.
84711A,SILVER OVAL SHAPE TRINKET BOX,General,-1.8802,Highly Elastic,9.9586,7.469,-25.0,LOWER_PRICE,22.01,8.8,LOW,0.0025,False,5.73,A 1% price increase leads to a 1.88% decrease in demand. Highly price-sensitive.
21061,PARTY INVITES FOOTBALL,General,-1.8799,Highly Elastic,0.8478,0.6359,-25.0,LOWER_PRICE,22.0,8.8,LOW,0.0024,False,11.18,A 1% price increase leads to a 1.88% decrease in demand. Highly price-sensitive.
22383,LUNCH BAG SUKI DESIGN ,General,-1.8768,Highly Elastic,1.6474,1.2355,-25.0,LOWER_PRICE,21.92,8.77,LOW,0.0023,False,19.88,A 1% price increase leads to a 1.88% decrease in demand. Highly price-sensitive.
22080,Unknown,General,-1.8714,Highly Elastic,1.6431,1.2323,-25.0,LOWER_PRICE,21.79,8.72,LOW,0.0028,False,10.35,A 1% price increase leads to a 1.87% decrease in demand. Highly price-sensitive.
90114,SUMMER DAISIES BAG CHARM,General,-1.867,Highly Elastic,2.5659,1.9244,-25.0,LOWER_PRICE,21.68,8.67,LOW,0.0019,False,9.45,A 1% price increase leads to a 1.87% decrease in demand. Highly price-sensitive.
20984,damaged,General,-1.8664,Highly Elastic,0.3807,0.2855,-25.0,LOWER_PRICE,21.66,8.66,LOW,0.0824,True,14.89,A 1% price increase leads to a 1.87% decrease in demand. Highly price-sensitive.
21873,IF YOU CAN'T STAND THE HEAT MUG,General,-1.8659,Highly Elastic,1.3549,1.0162,-25.0,LOWER_PRICE,21.65,8.66,LOW,0.0816,True,10.7,A 1% price increase leads to a 1.87% decrease in demand. Highly price-sensitive.
82567,Unknown,General,-1.8651,Highly Elastic,2.0631,1.5473,-25.0,LOWER_PRICE,21.63,8.65,LOW,0.0053,False,9.75,A 1% price increase leads to a 1.87% decrease in demand. Highly price-sensitive.
47504H,ENGLISH ROSE SPIRIT LEVEL ,General,-1.8633,Highly Elastic,1.247,0.9353,-25.0,LOWER_PRICE,21.58,8.63,LOW,0.1436,True,8.77,A 1% price increase leads to a 1.86% decrease in demand. Highly price-sensitive.
84826,ASSTD DESIGN 3D PAPER STICKERS,General,-1.8627,Highly Elastic,0.5584,0.4188,-25.0,LOWER_PRICE,21.57,8.63,MEDIUM,0.2181,True,15.68,A 1% price increase leads to a 1.86% decrease in demand. Highly price-sensitive.
22338,STAR DECORATION PAINTED ZINC ,General,-1.8577,Highly Elastic,0.3602,0.2702,-25.0,LOWER_PRICE,21.44,8.58,LOW,0.1315,True,14.92,A 1% price increase leads to a 1.86% decrease in demand. Highly price-sensitive.
22442,GROW YOUR OWN FLOWERS SET OF 3,General,-1.8559,Highly Elastic,4.8029,3.6022,-25.0,LOWER_PRICE,21.4,8.56,LOW,0.1273,True,10.28,A 1% price increase leads to a 1.86% decrease in demand. Highly price-sensitive.
21626,VINTAGE UNION JACK PENNANT,General,-1.8539,Highly Elastic,1.9469,1.4602,-25.0,LOWER_PRICE,21.35,8.54,LOW,0.0029,False,9.27,A 1% price increase leads to a 1.85% decrease in demand. Highly price-sensitive.
23500,KEY RING BASEBALL BOOT ASSORTED ,General,-1.8525,Highly Elastic,1.2441,0.9331,-25.0,LOWER_PRICE,21.31,8.52,LOW,0.0026,False,13.28,A 1% price increase leads to a 1.85% decrease in demand. Highly price-sensitive.
77101A,Unknown,General,-1.8513,Highly Elastic,1.2501,0.9376,-25.0,LOWER_PRICE,21.28,8.51,LOW,0.003,False,7.52,A 1% price increase leads to a 1.85% decrease in demand. Highly price-sensitive.
23083,SET 6 PAPER TABLE LANTERN STARS ,General,-1.8466,Highly Elastic,3.7258,2.7944,-25.0,LOWER_PRICE,21.16,8.46,LOW,0.0028,False,12.72,A 1% price increase leads to a 1.85% decrease in demand. Highly price-sensitive.
22579,Unknown,General,-1.845,Highly Elastic,0.4365,0.3274,-25.0,LOWER_PRICE,21.12,8.45,LOW,0.0584,True,14.71,A 1% price increase leads to a 1.84% decrease in demand. Highly price-sensitive.
23350,ROLL WRAP VINTAGE SPOT ,General,-1.8445,Highly Elastic,1.2433,0.9325,-25.0,LOWER_PRICE,21.11,8.44,LOW,0.003,False,12.26,A 1% price increase leads to a 1.84% decrease in demand. Highly price-sensitive.
20831,GOLD PHOTO FRAME,General,-1.8414,Highly Elastic,1.799,1.3493,-25.0,LOWER_PRICE,21.03,8.41,LOW,0.0878,True,10.06,A 1% price increase leads to a 1.84% decrease in demand. Highly price-sensitive.
21705,BAG 500g SWIRLY MARBLES,General,-1.8405,Highly Elastic,1.2522,0.9391,-25.0,LOWER_PRICE,21.01,8.4,MEDIUM,0.1506,True,11.66,A 1% price increase leads to a 1.84% decrease in demand. Highly price-sensitive.
16235,RECYCLED PENCIL WITH RABBIT ERASER,General,-1.8383,Highly Elastic,0.2179,0.1634,-25.0,LOWER_PRICE,20.96,8.38,LOW,0.0159,False,12.92,A 1% price increase leads to a 1.84% decrease in demand. Highly price-sensitive.
22534,MAGIC DRAWING SLATE SPACEBOY ,General,-1.8378,Highly Elastic,0.4159,0.3119,-25.0,LOWER_PRICE,20.95,8.38,LOW,0.0028,False,13.65,A 1% price increase leads to a 1.84% decrease in demand. Highly price-sensitive.
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,General,-1.8377,Highly Elastic,0.9157,0.6868,-25.0,LOWER_PRICE,20.94,8.38,LOW,0.0833,True,10.86,A 1% price increase leads to a 1.84% decrease in demand. Highly price-sensitive.
85199S,SMALL HANGING IVORY/RED WOOD BIRD,General,-1.8368,Highly Elastic,0.4361,0.3271,-25.0,LOWER_PRICE,20.92,8.37,LOW,0.0069,False,12.79,A 1% price increase leads to a 1.84% decrease in demand. Highly price-sensitive.
21012,ANTIQUE ALL GLASS CANDLESTICK,General,-1.8317,Highly Elastic,2.0876,1.5657,-25.0,LOWER_PRICE,20.79,8.32,LOW,0.0038,False,8.81,A 1% price increase leads to a 1.83% decrease in demand. Highly price-sensitive.
16011,ANIMAL STICKERS,General,-1.827,Highly Elastic,0.2102,0.1577,-25.0,LOWER_PRICE,20.67,8.27,LOW,0.0032,False,17.12,A 1% price increase leads to a 1.83% decrease in demand. Highly price-sensitive.
22822,CREAM WALL PLANTER HEART SHAPED,General,-1.8258,Highly Elastic,5.9996,4.4997,-25.0,LOWER_PRICE,20.65,8.26,LOW,0.0101,False,9.14,A 1% price increase leads to a 1.83% decrease in demand. Highly price-sensitive.
21884,CAKES AND BOWS GIFT  TAPE,General,-1.8159,Highly Elastic,0.4924,0.3693,-25.0,LOWER_PRICE,20.4,8.16,LOW,0.1485,True,14.08,A 1% price increase leads to a 1.82% decrease in demand. Highly price-sensitive.
22721,SET OF 3 CAKE TINS SKETCHBOOK,General,-1.8131,Highly Elastic,4.484,3.363,-25.0,LOWER_PRICE,20.33,8.13,LOW,0.0428,True,10.69,A 1% price increase leads to a 1.81% decrease in demand. Highly price-sensitive.
22592,CARDHOLDER HOLLY WREATH METAL,General,-1.8121,Highly Elastic,3.7969,2.8477,-25.0,LOWER_PRICE,20.3,8.12,LOW,0.0078,False,9.11,A 1% price increase leads to a 1.81% decrease in demand. Highly price-sensitive.
70006,LOVE HEART POCKET WARMER,General,-1.805,Highly Elastic,1.2294,0.9221,-25.0,LOWER_PRICE,20.12,8.05,LOW,0.1191,True,11.94,A 1% price increase leads to a 1.8% decrease in demand. Highly price-sensitive.
22153,ANGEL DECORATION STARS ON DRESS,General,-1.8048,Highly Elastic,0.4205,0.3154,-25.0,LOWER_PRICE,20.12,8.05,LOW,0.0021,False,12.75,A 1% price increase leads to a 1.8% decrease in demand. Highly price-sensitive.
20840,damages,General,-1.8043,Highly Elastic,0.9744,0.7308,-25.0,LOWER_PRICE,20.11,8.04,LOW,0.0573,True,9.85,A 1% price increase leads to a 1.8% decrease in demand. Highly price-sensitive.
22405,MONEY BOX POCKET MONEY DESIGN,General,-1.8027,Highly Elastic,1.024,0.768,-25.0,LOWER_PRICE,20.07,8.03,LOW,0.0866,True,10.09,A 1% price increase leads to a 1.8% decrease in demand. Highly price-sensitive.
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,General,-1.8004,Highly Elastic,2.906,2.1795,-25.0,LOWER_PRICE,20.01,8.0,MEDIUM,0.1654,True,10.36,A 1% price increase leads to a 1.8% decrease in demand. Highly price-sensitive.
22460,EMBOSSED GLASS TEALIGHT HOLDER,General,-1.7995,Highly Elastic,1.3031,0.9773,-25.0,LOWER_PRICE,19.99,8.0,LOW,0.0086,False,11.5,A 1% price increase leads to a 1.8% decrease in demand. Highly price-sensitive.
22904,CALENDAR PAPER CUT DESIGN,General,-1.7979,Highly Elastic,2.9724,2.2293,-25.0,LOWER_PRICE,19.95,7.98,LOW,0.0069,False,10.12,A 1% price increase leads to a 1.8% decrease in demand. Highly price-sensitive.
84799,Unknown,General,-1.7958,Highly Elastic,0.9747,0.731,-25.0,LOWER_PRICE,19.9,7.96,MEDIUM,0.2112,False,10.47,A 1% price increase leads to a 1.8% decrease in demand. Highly price-sensitive.
85036A,Unknown,General,-1.795,Highly Elastic,4.4304,3.3228,-25.0,LOWER_PRICE,19.88,7.95,LOW,0.0192,False,8.62,A 1% price increase leads to a 1.79% decrease in demand. Highly price-sensitive.
22982,PANTRY PASTRY BRUSH,General,-1.7929,Highly Elastic,1.3199,0.9899,-25.0,LOWER_PRICE,19.82,7.93,LOW,0.0126,True,10.56,A 1% price increase leads to a 1.79% decrease in demand. Highly price-sensitive.
21398,damages,General,-1.7908,Highly Elastic,0.821,0.6158,-25.0,LOWER_PRICE,19.77,7.91,MEDIUM,0.2585,True,13.11,A 1% price increase leads to a 1.79% decrease in demand. Highly price-sensitive.
22187,GREEN CHRISTMAS TREE CARD HOLDER,General,-1.7888,Highly Elastic,2.9706,2.2279,-25.0,LOWER_PRICE,19.72,7.89,LOW,0.0851,True,9.9,A 1% price increase leads to a 1.79% decrease in demand. Highly price-sensitive.
21402,Unknown,General,-1.7875,Highly Elastic,0.1202,0.0902,-25.0,LOWER_PRICE,19.69,7.88,LOW,0.0036,False,11.95,A 1% price increase leads to a 1.79% decrease in demand. Highly price-sensitive.
22736,RIBBON REEL MAKING SNOWMEN ,General,-1.7732,Highly Elastic,1.7137,1.2853,-25.0,LOWER_PRICE,19.33,7.73,LOW,0.008,False,11.25,A 1% price increase leads to a 1.77% decrease in demand. Highly price-sensitive.
22496,SET OF 2 ROUND TINS DUTCH CHEESE,General,-1.7721,Highly Elastic,2.3838,1.7878,-25.0,LOWER_PRICE,19.3,7.72,LOW,0.1236,True,9.74,A 1% price increase leads to a 1.77% decrease in demand. Highly price-sensitive.
21462,"NURSERY A,B,C PAINTED LETTERS",General,-1.7717,Highly Elastic,5.3855,4.0391,-25.0,LOWER_PRICE,19.29,7.72,LOW,0.1031,True,9.03,A 1% price increase leads to a 1.77% decrease in demand. Highly price-sensitive.
21147,found,General,-1.7713,Highly Elastic,2.2479,1.6859,-25.0,LOWER_PRICE,19.28,7.71,LOW,0.0058,False,9.54,A 1% price increase leads to a 1.77% decrease in demand. Highly price-sensitive.
22763,KEY CABINET MA CAMPAGNE,General,-1.7699,Highly Elastic,9.9095,7.4321,-25.0,LOWER_PRICE,19.25,7.7,LOW,0.0025,False,8.11,A 1% price increase leads to a 1.77% decrease in demand. Highly price-sensitive.
23282,FOLDING MIRROR IVORY ,General,-1.7666,Highly Elastic,0.865,0.6487,-25.0,LOWER_PRICE,19.16,7.66,LOW,0.0078,False,10.72,A 1% price increase leads to a 1.77% decrease in demand. Highly price-sensitive.
22060,damaged,General,-1.7661,Highly Elastic,5.745,4.3087,-25.0,LOWER_PRICE,19.15,7.66,LOW,0.0927,True,9.18,A 1% price increase leads to a 1.77% decrease in demand. Highly price-sensitive.
21642,check,General,-1.7647,Highly Elastic,0.3913,0.2935,-25.0,LOWER_PRICE,19.12,7.65,LOW,0.0829,True,14.04,A 1% price increase leads to a 1.76% decrease in demand. Highly price-sensitive.
21055,TOOL BOX SOFT TOY ,General,-1.763,Highly Elastic,9.7898,7.3423,-25.0,LOWER_PRICE,19.07,7.63,LOW,0.026,False,9.12,A 1% price increase leads to a 1.76% decrease in demand. Highly price-sensitive.
21042,RED RETROSPOT APRON ,General,-1.7625,Highly Elastic,5.9563,4.4672,-25.0,LOWER_PRICE,19.06,7.62,LOW,0.003,False,8.98,A 1% price increase leads to a 1.76% decrease in demand. Highly price-sensitive.
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,General,-1.7618,Highly Elastic,2.4665,1.8499,-25.0,LOWER_PRICE,19.05,7.62,LOW,0.1481,True,10.9,A 1% price increase leads to a 1.76% decrease in demand. Highly price-sensitive.
22261,FELT EGG COSY WHITE RABBIT ,General,-1.7617,Highly Elastic,0.8869,0.6652,-25.0,LOWER_PRICE,19.04,7.62,LOW,0.0127,False,9.96,A 1% price increase leads to a 1.76% decrease in demand. Highly price-sensitive.
23354,6 GIFT TAGS 50'S CHRISTMAS ,General,-1.7597,Highly Elastic,0.8299,0.6224,-25.0,LOWER_PRICE,18.99,7.6,LOW,0.0024,False,14.03,A 1% price increase leads to a 1.76% decrease in demand. Highly price-sensitive.
22424,ENAMEL BREAD BIN CREAM,General,-1.7584,Highly Elastic,12.6981,9.5236,-25.0,LOWER_PRICE,18.96,7.58,LOW,0.0033,False,10.9,A 1% price increase leads to a 1.76% decrease in demand. Highly price-sensitive.
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,General,-1.7561,Highly Elastic,7.2475,5.4356,-25.0,LOWER_PRICE,18.9,7.56,LOW,0.1127,True,9.89,A 1% price increase leads to a 1.76% decrease in demand. Highly price-sensitive.
22742,MAKE YOUR OWN PLAYTIME CARD KIT,General,-1.7549,Highly Elastic,2.321,1.7408,-25.0,LOWER_PRICE,18.87,7.55,LOW,0.1009,True,10.86,A 1% price increase leads to a 1.75% decrease in demand. Highly price-sensitive.
23553,LANDMARK FRAME CAMDEN TOWN ,General,-1.753,Highly Elastic,12.4273,9.3205,-25.0,LOWER_PRICE,18.82,7.53,LOW,0.0022,False,8.05,A 1% price increase leads to a 1.75% decrease in demand. Highly price-sensitive.
85180A,RED HEARTS LIGHT CHAIN ,General,-1.7519,Highly Elastic,2.8424,2.1318,-25.0,LOWER_PRICE,18.8,7.52,MEDIUM,0.2268,True,9.47,A 1% price increase leads to a 1.75% decrease in demand. Highly price-sensitive.
22897,OVEN MITT APPLES DESIGN,General,-1.747,Highly Elastic,1.5249,1.1437,-25.0,LOWER_PRICE,18.68,7.47,LOW,0.0178,True,11.19,A 1% price increase leads to a 1.75% decrease in demand. Highly price-sensitive.
22339,check,General,-1.746,Highly Elastic,0.2759,0.2069,-25.0,LOWER_PRICE,18.65,7.46,LOW,0.0925,True,16.03,A 1% price increase leads to a 1.75% decrease in demand. Highly price-sensitive.
21871,SAVE THE PLANET MUG,General,-1.746,Highly Elastic,1.3691,1.0268,-25.0,LOWER_PRICE,18.65,7.46,LOW,0.0163,True,13.83,A 1% price increase leads to a 1.75% decrease in demand. Highly price-sensitive.
21198,WHITE HEART CONFETTI IN TUBE,General,-1.7451,Highly Elastic,1.4123,1.0592,-25.0,LOWER_PRICE,18.63,7.45,MEDIUM,0.1839,True,9.82,A 1% price increase leads to a 1.75% decrease in demand. Highly price-sensitive.
23549,WRAP BIRD GARDEN ,General,-1.7449,Highly Elastic,0.4226,0.3169,-25.0,LOWER_PRICE,18.62,7.45,LOW,0.0022,False,12.53,A 1% price increase leads to a 1.74% decrease in demand. Highly price-sensitive.
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,General,-1.7438,Highly Elastic,2.5437,1.9078,-25.0,LOWER_PRICE,18.59,7.44,LOW,0.0704,True,9.57,A 1% price increase leads to a 1.74% decrease in demand. Highly price-sensitive.
21258,Unknown,General,-1.741,Highly Elastic,12.7376,9.5532,-25.0,LOWER_PRICE,18.53,7.41,LOW,0.0103,False,10.29,A 1% price increase leads to a 1.74% decrease in demand. Highly price-sensitive.
21476,STEEL SWEETHEART ROUND TABLE CREAM,General,-1.7384,Highly Elastic,14.9829,11.2372,-25.0,LOWER_PRICE,18.46,7.38,LOW,0.0028,False,7.41,A 1% price increase leads to a 1.74% decrease in demand. Highly price-sensitive.
23158,SET OF 5 LUCKY CAT MAGNETS ,General,-1.7352,Highly Elastic,2.127,1.5952,-25.0,LOWER_PRICE,18.38,7.35,LOW,0.0069,False,11.51,A 1% price increase leads to a 1.74% decrease in demand. Highly price-sensitive.
22324,BLUE POLKADOT KIDS BAG,General,-1.735,Highly Elastic,2.6036,1.9527,-25.0,LOWER_PRICE,18.38,7.35,LOW,0.0856,True,8.64,A 1% price increase leads to a 1.74% decrease in demand. Highly price-sensitive.
